additional_requirements,admission_requirements,bac_type_id,bac_type_name,data_sources,duration,field_of_study,formula_explanation,historical_scores,minimum_bac_average,notes,program_description,ramz_code,ramz_id,ramz_link,seven_percent,specialty,specialty_code,table_criteria,table_institution,table_location,table_specialization,university_id,university_name
,ألمانية إجبارية,7,رياضة,,3 سنوات (آمد),الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 0.0, '2023': 0.0, '2024': 0.0}",,,,54106,754106,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=754106,نعم,تواصل الثقافات والسياحة,54106,FG+ALL,المعهد العالي للعلوم الإنسانية بمدنين,,الإجازة في الألمانية,08,جامعة قابس
,,2,رياضيات,,3 سنوات (امد),إدارة الأعمال,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 108.3416, '2023': 109.89, '2024': 149.7572}",,,,54391,254391,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=254391,نعم,إدارة الأعمال,54391,FG+M,المعهد العالي للدراسات التكنولوجية بجربة,,الإجازة في إدارة الأعمال,13,الإدارة العامة للدراسات التكنولوجية
,,3,علوم تجريبية,,3 سنوات (امد),إدارة الأعمال,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 123.64, '2023': 121.36, '2024': 117.8124}",,,,54391,354391,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=354391,نعم,إدارة الأعمال,54391,FG+M,المعهد العالي للدراسات التكنولوجية بجربة,,الإجازة في إدارة الأعمال,13,الإدارة العامة للدراسات التكنولوجية
,,4,اقتصاد وتصرف,,3 سنوات (امد),إدارة الأعمال,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 105.716, '2023': 93.03, '2024': 104.3732}",,,,54391,454391,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=454391,نعم,إدارة الأعمال,54391,FG+(M+Ge)/2,المعهد العالي للدراسات التكنولوجية بجربة,,الإجازة في إدارة الأعمال,13,الإدارة العامة للدراسات التكنولوجية
,,5,العلوم التقنية,,3 سنوات (امد),إدارة الأعمال,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 105.5, '2023': 117.3897, '2024': 128.0362}",,,,54391,554391,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=554391,نعم,إدارة الأعمال,54391,FG+M,المعهد العالي للدراسات التكنولوجية بجربة,,الإجازة في إدارة الأعمال,13,الإدارة العامة للدراسات التكنولوجية
,,6,علوم الإعلامية,,3 سنوات (امد),إدارة الأعمال,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 130.2137, '2023': 134.115, '2024': 116.6782}",,,,54391,654391,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=654391,نعم,إدارة الأعمال,54391,FG+M,المعهد العالي للدراسات التكنولوجية بجربة,,الإجازة في إدارة الأعمال,13,الإدارة العامة للدراسات التكنولوجية
,,2,رياضيات,,3 سنوات (امد),التجارة والتوزيع,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 93.6917, '2023': 100.3301, '2024': 98.295}",,,,54396,254396,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=254396,نعم,التسويق الرقمي,54396,FG+M,المعهد العالي للدراسات التكنولوجية بجربة,,الاجازة في التجارة والتوزيع,13,الإدارة العامة للدراسات التكنولوجية
,,3,علوم تجريبية,,3 سنوات (امد),التجارة والتوزيع,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 122.1887, '2023': 96.2895, '2024': 123.0768}",,,,54396,354396,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=354396,نعم,التسويق الرقمي,54396,FG+M,المعهد العالي للدراسات التكنولوجية بجربة,,الاجازة في التجارة والتوزيع,13,الإدارة العامة للدراسات التكنولوجية
,,4,اقتصاد وتصرف,,3 سنوات (امد),التجارة والتوزيع,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 105.3235, '2023': 97.5787, '2024': 102.2867}",,,,54396,454396,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=454396,نعم,التسويق الرقمي,54396,FG+(M+Ge)/2,المعهد العالي للدراسات التكنولوجية بجربة,,الاجازة في التجارة والتوزيع,13,الإدارة العامة للدراسات التكنولوجية
,,5,العلوم التقنية,,3 سنوات (امد),التجارة والتوزيع,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 103.7954, '2023': 112.83, '2024': 123.355}",,,,54396,554396,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=554396,نعم,التسويق الرقمي,54396,FG+M,المعهد العالي للدراسات التكنولوجية بجربة,,الاجازة في التجارة والتوزيع,13,الإدارة العامة للدراسات التكنولوجية
,,6,علوم الإعلامية,,3 سنوات (امد),التجارة والتوزيع,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 99.2442, '2023': 111.3496, '2024': 105.8391}",,,,54396,654396,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=654396,نعم,التسويق الرقمي,54396,FG+M,المعهد العالي للدراسات التكنولوجية بجربة,,الاجازة في التجارة والتوزيع,13,الإدارة العامة للدراسات التكنولوجية
,Cette filière peut nécessiter un test et avoir une limite d'âge (21 ans).,1,آداب,,3 سنوات (آمد),العلوم الإنسانية والاجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 118.93, '2023': 96.485, '2024': 117.825}",,,,54477,154477,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=154477,لا,,54477,FG+(A+F)/2,المعهد العالي للعلوم الإنسانية بمدنين,,الإجازة في التربية والتعليم,08,جامعة قابس
,Cette filière peut nécessiter un test et avoir une limite d'âge (21 ans).,2,رياضيات,,3 سنوات (آمد),العلوم الإنسانية والاجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 113.415, '2023': 94.7535, '2024': 104.405}",,,,54477,254477,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=254477,لا,,54477,FG+(A+F)/2,المعهد العالي للعلوم الإنسانية بمدنين,,الإجازة في التربية والتعليم,08,جامعة قابس
,Cette filière peut nécessiter un test et avoir une limite d'âge (21 ans).,3,علوم تجريبية,,3 سنوات (آمد),العلوم الإنسانية والاجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 125.49, '2023': 127.29, '2024': 135.945}",,,,54477,354477,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=354477,لا,,54477,FG+(A+F)/2,المعهد العالي للعلوم الإنسانية بمدنين,,الإجازة في التربية والتعليم,08,جامعة قابس
,Cette filière peut nécessiter un test et avoir une limite d'âge (21 ans).,4,اقتصاد وتصرف,,3 سنوات (آمد),العلوم الإنسانية والاجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 143.355, '2023': 130.125, '2024': 153.42}",,,,54477,454477,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=454477,لا,,54477,FG+(A+F)/2,المعهد العالي للعلوم الإنسانية بمدنين,,الإجازة في التربية والتعليم,08,جامعة قابس
,Cette filière peut nécessiter un test et avoir une limite d'âge (21 ans).,5,العلوم التقنية,,3 سنوات (آمد),العلوم الإنسانية والاجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 128.65, '2023': 129.36, '2024': 137.97}",,,,54477,554477,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=554477,لا,,54477,FG+(A+F)/2,المعهد العالي للعلوم الإنسانية بمدنين,,الإجازة في التربية والتعليم,08,جامعة قابس
,Cette filière peut nécessiter un test et avoir une limite d'âge (21 ans).,6,علوم الإعلامية,,3 سنوات (آمد),العلوم الإنسانية والاجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 133.79, '2023': 104.855, '2024': 120.25}",,,,54477,654477,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=654477,لا,,54477,FG+(A+F)/2,المعهد العالي للعلوم الإنسانية بمدنين,,الإجازة في التربية والتعليم,08,جامعة قابس
,,2,رياضيات,,3 سنوات (آمد),علوم الأحياء والمحيط,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 0.0, '2023': 0.0, '2024': 0.0}",,,,54512,254512,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=254512,نعم,حماية وتكنولوجيات المحيط,54512,FG+SVT,المعهد العالي للبيولوجيا التطبيقية بمدنين,,الإجازة في علوم الأحياء والمحيط,08,جامعة قابس
,,3,علوم تجريبية,,3 سنوات (آمد),علوم الأحياء والمحيط,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 93.3568, '2023': 93.3665, '2024': 108.4142}",,,,54512,354512,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=354512,نعم,حماية وتكنولوجيات المحيط,54512,FG+SVT,المعهد العالي للبيولوجيا التطبيقية بمدنين,,الإجازة في علوم الأحياء والمحيط,08,جامعة قابس
,,2,رياضيات,,3 سنوات (آمد),علوم الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 76.4903, '2023': 78.1899, '2024': 86.1172}",,,بالاشتراك مع المدرسة العليا للتجارة بمنوبة بالنسبة إلى مسلك علوم وتحليل البيانات الضخمة,54523,254523,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=254523,نعم,"- هندسة البرمجيات ونظم المعلومات, الإعلامية والوسائط المتعددة",54523,FG+(M+Info)/2,المعهد العالي للإعلامية بمدنين,,الإجازة في علوم الإعلامية,08,جامعة قابس
,,3,علوم تجريبية,,3 سنوات (آمد),علوم الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 74.6967, '2023': 94.6807, '2024': 100.6733}",,,بالاشتراك مع المدرسة العليا للتجارة بمنوبة بالنسبة إلى مسلك علوم وتحليل البيانات الضخمة,54523,354523,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=354523,نعم,"- هندسة البرمجيات ونظم المعلومات, الإعلامية والوسائط المتعددة",54523,FG+(M+Info)/2,المعهد العالي للإعلامية بمدنين,,الإجازة في علوم الإعلامية,08,جامعة قابس
,,5,العلوم التقنية,,3 سنوات (آمد),علوم الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 108.42, '2023': 125.0509, '2024': 125.19}",,,بالاشتراك مع المدرسة العليا للتجارة بمنوبة بالنسبة إلى مسلك علوم وتحليل البيانات الضخمة,54523,554523,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=554523,نعم,"- هندسة البرمجيات ونظم المعلومات, الإعلامية والوسائط المتعددة",54523,FG+(M+Info)/2,المعهد العالي للإعلامية بمدنين,,الإجازة في علوم الإعلامية,08,جامعة قابس
,,6,علوم الإعلامية,,3 سنوات (آمد),علوم الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 78.1715, '2023': 83.3382, '2024': 96.6901}",,,بالاشتراك مع المدرسة العليا للتجارة بمنوبة بالنسبة إلى مسلك علوم وتحليل البيانات الضخمة,54523,654523,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=654523,نعم,"- هندسة البرمجيات ونظم المعلومات, الإعلامية والوسائط المتعددة",54523,FG+(M+Algo)/2,المعهد العالي للإعلامية بمدنين,,الإجازة في علوم الإعلامية,08,جامعة قابس
,,2,رياضيات,,3 سنوات,العلوم الفلاحية والبيو تكنولوجيا والبيئة,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 0.0, '2023': 0.0, '2024': 0.0}",,,,54546,254546,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=254546,نعم,مراقبة جودة الأغذية وحفظ الصحة,54546,FG+(SP+SVT)/2,المعهد العالي للبيولوجيا التطبيقية بمدنين,,الإجازة في البيوتكنولوجيا 3 سنوات (امد),08,جامعة قابس
,,3,علوم تجريبية,,3 سنوات,العلوم الفلاحية والبيو تكنولوجيا والبيئة,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 75.0836, '2023': 73.7936, '2024': 73.007}",73.007,,,54546,354546,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=354546,نعم,مراقبة جودة الأغذية وحفظ الصحة,54546,FG+(SP+SVT)/2,المعهد العالي للبيولوجيا التطبيقية بمدنين,,الإجازة في البيوتكنولوجيا 3 سنوات (امد),08,جامعة قابس
,,2,رياضيات,,3 سنوات (آمد),تكنولوجيات الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 138.4848, '2023': 108.9318, '2024': 109.79}",,,,54566,254566,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=254566,نعم,"- الملتيميديا وتطوير الواب, تطوير أنظمة المعلومات, الأنظمة المحمولة والجوالة",54566,FG+(M+Info)/2,المعهد العالي للدراسات التكنولوجية بجربة,,الإجازة في تكنولوجيات الإعلامية,13,الإدارة العامة للدراسات التكنولوجية
,,3,علوم تجريبية,,3 سنوات (آمد),تكنولوجيات الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 105.6468, '2023': 111.145, '2024': 107.5369}",,,,54566,354566,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=354566,نعم,"- الملتيميديا وتطوير الواب, تطوير أنظمة المعلومات, الأنظمة المحمولة والجوالة",54566,FG+(M+Info)/2,المعهد العالي للدراسات التكنولوجية بجربة,,الإجازة في تكنولوجيات الإعلامية,13,الإدارة العامة للدراسات التكنولوجية
,,4,اقتصاد وتصرف,,3 سنوات (آمد),تكنولوجيات الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 96.5967, '2023': 99.115, '2024': 113.1722}",,,,54566,454566,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=454566,نعم,"- الملتيميديا وتطوير الواب, تطوير أنظمة المعلومات, الأنظمة المحمولة والجوالة",54566,FG+(M+Info)/2,المعهد العالي للدراسات التكنولوجية بجربة,,الإجازة في تكنولوجيات الإعلامية,13,الإدارة العامة للدراسات التكنولوجية
,,5,العلوم التقنية,,3 سنوات (آمد),تكنولوجيات الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 124.76, '2023': 128.115, '2024': 129.425}",,,,54566,554566,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=554566,نعم,"- الملتيميديا وتطوير الواب, تطوير أنظمة المعلومات, الأنظمة المحمولة والجوالة",54566,FG+(M+Info)/2,المعهد العالي للدراسات التكنولوجية بجربة,,الإجازة في تكنولوجيات الإعلامية,13,الإدارة العامة للدراسات التكنولوجية
,,6,علوم الإعلامية,,3 سنوات (آمد),تكنولوجيات الإعلامية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 107.0, '2023': 114.2, '2024': 118.26}",,,,54566,654566,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=654566,نعم,"- الملتيميديا وتطوير الواب, تطوير أنظمة المعلومات, الأنظمة المحمولة والجوالة",54566,FG+(M+Algo)/2,المعهد العالي للدراسات التكنولوجية بجربة,,الإجازة في تكنولوجيات الإعلامية,13,الإدارة العامة للدراسات التكنولوجية
,,2,رياضيات,,3 سنوات (آمد),الهندسة الميكانيكية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 102.62, '2023': 87.3118, '2024': 104.415}",,,,54570,254570,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=254570,نعم,"الصيانة الصناعية, الميكاترونيك",54570,FG+(M+SP)/2,المعهد العالي للدراسات التكنولوجية بجربة,,الإجازة في الهندسة الميكانيكية,13,الإدارة العامة للدراسات التكنولوجية
,,3,علوم تجريبية,,3 سنوات (آمد),الهندسة الميكانيكية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 93.258, '2023': 98.1993, '2024': 98.0483}",,,,54570,354570,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=354570,نعم,"الصيانة الصناعية, الميكاترونيك",54570,FG+(M+SP)/2,المعهد العالي للدراسات التكنولوجية بجربة,,الإجازة في الهندسة الميكانيكية,13,الإدارة العامة للدراسات التكنولوجية
,,5,العلوم التقنية,,3 سنوات (آمد),الهندسة الميكانيكية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 100.8706, '2023': 100.4094, '2024': 104.6576}",,,,54570,554570,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=554570,نعم,"الصيانة الصناعية, الميكاترونيك",54570,FG+(M+SP+TE)/3,المعهد العالي للدراسات التكنولوجية بجربة,,الإجازة في الهندسة الميكانيكية,13,الإدارة العامة للدراسات التكنولوجية
,,6,علوم الإعلامية,,3 سنوات (آمد),الهندسة الميكانيكية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 103.453, '2023': 123.91, '2024': 124.325}",,,,54570,654570,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=654570,نعم,"الصيانة الصناعية, الميكاترونيك",54570,FG+(M+SP)/2,المعهد العالي للدراسات التكنولوجية بجربة,,الإجازة في الهندسة الميكانيكية,13,الإدارة العامة للدراسات التكنولوجية
,,2,رياضيات,,3 سنوات (آمد),الهندسة الكهربائية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 104.66, '2023': 102.0599, '2024': 97.0933}",,,,54571,254571,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=254571,نعم,"الآلية والإعلامية الصناعية, الإلكترونيك الصناعي",54571,FG+SP,المعهد العالي للدراسات التكنولوجية بجربة,,الإجازة في الهندسة الكهربائية,13,الإدارة العامة للدراسات التكنولوجية
,,3,علوم تجريبية,,3 سنوات (آمد),الهندسة الكهربائية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 103.3317, '2023': 98.9015, '2024': 102.8108}",,,,54571,354571,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=354571,نعم,"الآلية والإعلامية الصناعية, الإلكترونيك الصناعي",54571,FG+SP,المعهد العالي للدراسات التكنولوجية بجربة,,الإجازة في الهندسة الكهربائية,13,الإدارة العامة للدراسات التكنولوجية
,,5,العلوم التقنية,,3 سنوات (آمد),الهندسة الكهربائية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 98.5096, '2023': 98.02, '2024': 101.555}",,,,54571,554571,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=554571,نعم,"الآلية والإعلامية الصناعية, الإلكترونيك الصناعي",54571,FG+(SP+TE)/2,المعهد العالي للدراسات التكنولوجية بجربة,,الإجازة في الهندسة الكهربائية,13,الإدارة العامة للدراسات التكنولوجية
,,6,علوم الإعلامية,,3 سنوات (آمد),الهندسة الكهربائية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 97.2202, '2023': 97.125, '2024': 101.93}",,,,54571,654571,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=654571,نعم,"الآلية والإعلامية الصناعية, الإلكترونيك الصناعي",54571,FG+SP,المعهد العالي للدراسات التكنولوجية بجربة,,الإجازة في الهندسة الكهربائية,13,الإدارة العامة للدراسات التكنولوجية
,,2,رياضيات,,3 سنوات (آمد),تكنولوجيات المعلومات والاتصالات,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 94.9711, '2023': 85.9998, '2024': 0.0}",,,,54573,254573,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=254573,نعم,الإتصالات,54573,FG+(M+SP+Info)/3,المعهد العالي للإعلامية بمدنين,,الإجازة في تكنولوجيات المعلومات والاتصالات,08,جامعة قابس
,,3,علوم تجريبية,,3 سنوات (آمد),تكنولوجيات المعلومات والاتصالات,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 84.0571, '2023': 81.7789, '2024': 83.3266}",,,,54573,354573,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=354573,نعم,الإتصالات,54573,FG+(M+SP+Info)/3,المعهد العالي للإعلامية بمدنين,,الإجازة في تكنولوجيات المعلومات والاتصالات,08,جامعة قابس
,,5,العلوم التقنية,,3 سنوات (آمد),تكنولوجيات المعلومات والاتصالات,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 86.63, '2023': 95.04, '2024': 96.2917}",,,,54573,554573,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=554573,نعم,الإتصالات,54573,FG+(M+SP+Info)/3,المعهد العالي للإعلامية بمدنين,,الإجازة في تكنولوجيات المعلومات والاتصالات,08,جامعة قابس
,,6,علوم الإعلامية,,3 سنوات (آمد),تكنولوجيات المعلومات والاتصالات,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 87.3542, '2023': 81.3526, '2024': 74.2317}",,,,54573,654573,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=654573,نعم,الإتصالات,54573,FG+(M+SP+Algo)/3,المعهد العالي للإعلامية بمدنين,,الإجازة في تكنولوجيات المعلومات والاتصالات,08,جامعة قابس
,,2,رياضيات,,3 سنوات (امد),إدارة الأعمال,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 127.945, '2023': 105.6716, '2024': 0.0}",,,,55391,255391,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=255391,نعم,إدارة الأعمال,55391,FG+M,المعهد العالي للدراسات التكنولوجية بمدنين,,الإجازة في إدارة الأعمال,13,الإدارة العامة للدراسات التكنولوجية
